rideable_type,day_of_week,month,season,trip_duration_mins,hour,trips,day_of_month
0,2,11,3,25,17,1,21
1,0,9,3,135,9,1,3
1,4,7,2,13,9,6,20
1,2,7,2,6,11,7,11
0,0,9,3,55,10,2,3
1,3,10,3,33,12,2,11
1,5,6,2,32,5,1,9
0,2,7,2,4,17,17,25
0,0,12,0,12,13,6,24
1,5,9,3,38,15,2,8
0,2,4,1,11,20,2,25
0,1,5,1,112,12,1,22
0,3,5,1,23,0,1,24
1,5,11,3,35,16,4,17
1,1,7,2,13,1,2,24
0,1,5,1,38,16,1,15
1,3,8,2,32,16,2,30
0,3,7,2,22,5,3,26
0,4,8,2,5,4,1,17
1,0,1,0,16,19,2,22
0,6,10,3,3,20,18,14
0,0,6,2,36,18,3,18
1,0,7,2,36,9,1,23
0,1,4,1,14,7,1,3
1,5,9,3,3,5,1,15
0,1,12,0,15,7,1,25
1,6,7,2,24,21,2,22
0,3,8,2,14,4,1,16
1,6,6,2,3,7,11,24
1,6,6,2,25,19,7,10
1,4,1,0,21,7,4,5
0,5,11,3,87,22,1,24
0,1,5,1,5,10,15,1
1,6,5,1,28,20,2,6
0,6,9,3,54,12,1,2
1,3,6,2,27,14,1,14
0,4,9,3,12,20,13,7
0,2,9,3,16,16,14,26
0,4,1,0,27,18,1,19
0,4,8,2,140,11,1,10
0,0,10,3,11,3,2,1
1,2,5,1,17,11,4,30
1,0,9,3,28,18,2,17
1,5,6,2,25,22,1,16
1,4,4,1,8,21,5,20
1,0,9,3,2,21,2,24
1,4,1,0,15,7,2,5
0,1,10,3,26,14,2,23
0,2,3,1,8,16,7,14
1,0,7,2,47,20,1,9
0,6,4,1,55,15,1,15
1,2,7,2,23,11,4,25
0,1,3,1,29,15,1,6
0,3,2,0,10,23,1,8
0,0,9,3,16,19,5,3
1,2,8,2,36,10,3,8
0,1,4,1,27,15,1,17
1,6,7,2,41,19,4,29
1,0,9,3,50,6,1,24
0,1,5,1,61,10,2,29
1,2,3,1,26,18,6,21
1,4,12,0,18,17,5,21
0,5,7,2,21,16,6,14
0,6,7,2,30,22,5,8
1,3,7,2,16,8,5,5
1,2,5,1,34,17,7,30
0,2,12,0,5,20,2,19
0,0,7,2,37,23,2,2
0,4,7,2,28,8,2,6
1,0,4,1,6,6,3,30
1,0,12,0,32,14,1,3
1,0,8,2,15,13,20,13
0,4,9,3,49,4,1,28
1,4,3,1,18,23,1,23
0,4,8,2,6,13,14,17
0,6,4,1,30,15,2,8
1,2,8,2,24,16,11,8
1,4,5,1,40,7,1,25
0,3,10,3,31,17,3,25
1,6,7,2,49,13,4,29
0,6,6,2,42,9,1,10
1,3,5,1,4,16,39,10
1,2,12,0,14,10,3,5
1,0,3,1,16,12,3,12
0,6,9,3,43,13,2,9
0,0,1,0,19,16,3,15
0,6,12,0,13,13,1,2
1,1,7,2,90,15,1,31
1,4,8,2,45,17,1,17
0,6,7,2,121,12,1,1
1,1,9,3,19,5,2,18
1,0,8,2,15,22,5,20
1,5,10,3,4,1,1,13
1,3,8,2,32,20,2,30
1,4,4,1,20,20,1,13
0,0,9,3,119,19,1,3
1,3,10,3,9,7,6,18
1,5,5,1,4,1,2,19
1,2,10,3,33,7,1,17
0,0,5,1,30,11,2,21
1,0,11,3,24,15,2,5
1,0,5,1,22,15,10,28
0,3,7,2,26,0,1,26
1,2,12,0,4,13,1,12
0,1,4,1,16,13,4,24
1,1,10,3,16,22,2,30
1,0,3,1,19,13,6,5
1,4,7,2,8,6,4,13
0,5,4,1,72,17,1,28
1,5,4,1,15,0,1,28
1,1,10,3,24,19,1,30
1,4,11,3,5,12,7,16
0,6,5,1,33,9,1,20
1,2,3,1,20,7,2,14
1,1,9,3,15,21,2,4
1,4,5,1,10,12,3,18
1,0,12,0,5,19,6,3
0,4,2,0,9,7,6,23
1,0,6,2,2,8,3,4
1,6,4,1,36,16,1,1
1,6,8,2,6,22,12,12
0,0,7,2,7,13,15,23
0,0,2,0,26,17,1,26
1,5,12,0,19,13,3,29
1,5,6,2,85,11,1,9
0,6,6,2,25,9,3,17
1,6,4,1,35,20,1,8
0,2,3,1,17,21,1,14
1,3,7,2,30,16,2,26
1,1,3,1,7,22,5,27
0,3,5,1,8,14,18,3
0,2,9,3,30,12,1,19
1,4,9,3,7,0,6,21
1,0,7,2,6,14,20,30
1,5,8,2,25,21,7,11
0,0,5,1,15,19,6,21
0,6,1,0,6,5,1,28
0,6,5,1,34,5,1,13
1,1,9,3,20,5,1,11
0,0,6,2,37,10,1,25
0,0,10,3,72,17,1,1
0,3,5,1,5,18,27,24
1,5,4,1,24,13,2,28
1,4,4,1,15,13,2,6
0,3,5,1,2,8,8,24
1,6,2,0,25,14,1,25
0,6,12,0,7,23,2,30
0,6,5,1,50,22,2,27
1,4,11,3,3,9,5,16
1,5,6,2,54,12,3,2
0,5,12,0,6,0,4,1
1,0,3,1,23,15,1,5
1,4,3,1,10,8,11,23
1,4,9,3,3,21,2,14
0,5,1,0,16,7,1,13
1,6,5,1,49,10,1,13
1,6,9,3,73,13,1,30
1,0,5,1,39,8,2,7
1,6,2,0,27,15,6,25
1,3,11,3,31,6,1,22
0,0,5,1,61,18,2,21
0,2,3,1,20,9,2,28
0,4,6,2,3,20,9,8
1,4,5,1,19,8,9,25
0,1,4,1,34,14,1,24
1,3,4,1,11,10,6,19
0,5,11,3,6,6,5,10
1,5,4,1,3,18,21,21
1,4,2,0,5,22,2,16
1,3,9,3,11,10,9,13
1,2,5,1,150,18,1,30
1,2,3,1,20,20,1,7
1,3,7,2,7,16,13,5
1,0,5,1,11,1,4,21
1,2,11,3,36,16,1,7
0,6,10,3,4,17,30,7
1,5,6,2,33,10,1,16
1,2,4,1,46,7,1,18
0,3,11,3,13,18,11,15
0,4,6,2,20,22,4,15
0,1,5,1,3,14,14,29
0,0,7,2,18,23,5,16
1,5,7,2,2,8,11,7
1,0,10,3,14,9,8,1
0,0,10,3,4,2,5,1
0,1,4,1,32,8,2,10
1,0,7,2,4,0,7,23
0,2,9,3,12,12,4,19
1,5,8,2,21,15,7,18
0,1,5,1,9,7,9,1
0,6,6,2,13,19,23,24
0,5,8,2,69,17,1,11
1,6,11,3,70,22,1,18
1,6,6,2,71,8,1,3
0,1,11,3,9,22,4,13
0,1,12,0,3,0,2,4
0,5,3,1,5,20,11,17
1,2,8,2,25,18,15,29
1,6,2,0,30,19,1,4
1,6,4,1,141,2,1,15
0,5,12,0,9,5,2,15
1,1,4,1,2,12,15,10
0,6,10,3,30,20,2,28
0,3,9,3,70,17,1,6
0,0,8,2,13,16,12,6
1,0,6,2,14,7,1,18
1,0,5,1,66,19,1,7
1,5,8,2,56,23,2,18
1,1,5,1,43,11,2,29
1,3,4,1,14,10,2,26
0,5,6,2,47,14,2,2
0,0,7,2,22,19,4,9
0,6,6,2,34,15,3,17
1,5,9,3,41,19,2,15
1,3,11,3,27,12,1,29
1,5,11,3,16,13,2,10
0,6,2,0,81,17,1,4
1,5,11,3,25,18,5,3
0,6,6,2,55,10,1,3
0,6,9,3,47,3,1,30
1,3,11,3,9,19,16,29
0,3,7,2,10,19,18,19
0,2,10,3,42,14,1,3
0,5,2,0,7,7,4,10
1,4,8,2,123,10,1,10
0,1,3,1,23,18,2,13
0,0,8,2,31,0,1,13
1,3,6,2,35,16,3,28
0,1,7,2,12,19,14,10
1,0,1,0,10,12,10,8
1,4,6,2,9,9,5,29
1,6,1,0,33,2,1,14
1,4,3,1,2,10,7,23
1,1,7,2,4,9,6,17
0,4,10,3,28,10,2,26
1,2,8,2,113,15,1,29
1,4,5,1,7,4,1,25
0,6,12,0,10,17,2,30
0,5,9,3,110,8,1,22
0,4,9,3,21,10,2,7
0,6,7,2,31,22,4,15
1,1,10,3,28,18,8,2
1,6,9,3,23,22,1,23
0,0,2,0,3,6,2,12
0,3,7,2,26,21,1,19
1,5,10,3,20,17,9,27
1,0,7,2,16,22,4,16
1,6,4,1,7,2,1,22
0,4,8,2,4,13,15,3
1,4,2,0,4,1,1,2
0,2,1,0,9,17,6,31
1,5,7,2,19,19,12,7
0,6,5,1,13,18,16,27
1,5,6,2,8,17,38,30
0,0,6,2,7,6,1,11
0,1,8,2,25,17,5,7
1,4,5,1,7,5,2,18
0,3,3,1,28,15,1,8
0,5,10,3,31,10,1,6
0,2,7,2,21,8,5,4
1,3,11,3,9,13,3,29
0,1,1,0,8,23,4,16
0,0,7,2,31,16,4,30
1,1,4,1,6,9,20,24
1,3,9,3,38,12,3,20
1,5,11,3,10,17,4,24
0,1,7,2,4,15,9,24
1,4,7,2,17,13,7,6
1,1,10,3,11,13,9,9
0,4,4,1,17,17,9,27
0,5,9,3,52,19,4,8
1,6,6,2,22,20,7,3
1,6,5,1,30,21,1,6
1,3,8,2,24,11,2,9
0,3,11,3,26,17,1,8
1,6,3,1,28,8,1,18
1,6,6,2,19,13,11,10
0,2,9,3,32,14,2,12
1,0,7,2,100,13,2,23
0,1,12,0,5,22,15,4
1,1,2,0,26,16,3,6
1,3,9,3,79,17,4,13
0,2,1,0,5,19,8,31
0,1,10,3,5,1,1,2
1,5,9,3,21,14,12,1
0,0,4,1,8,20,7,23
1,4,7,2,35,17,6,20
1,1,7,2,4,16,5,17
0,0,8,2,10,16,28,20
1,6,11,3,8,21,8,11
0,3,6,2,13,4,1,21
1,1,7,2,18,10,5,3
1,6,6,2,34,17,5,10
1,5,10,3,19,17,16,27
1,6,4,1,50,18,2,8
1,5,8,2,38,7,1,4
1,4,9,3,2,17,26,14
0,2,9,3,9,0,3,26
1,6,1,0,2,17,6,21
1,3,9,3,19,21,3,6
1,3,11,3,38,6,1,1
1,2,6,2,21,14,3,27
0,3,10,3,2,22,10,11
1,6,7,2,21,12,16,22
0,5,11,3,26,13,2,3
1,6,5,1,78,0,3,13
0,3,9,3,4,20,7,13
1,3,11,3,29,12,2,22
0,4,6,2,12,13,16,22
0,6,10,3,29,16,2,7
1,0,9,3,34,12,2,10
0,3,7,2,13,23,6,12
0,0,8,2,15,14,10,6
1,2,7,2,3,14,10,25
1,2,5,1,9,6,10,9
1,3,10,3,53,13,2,18
1,4,8,2,13,20,20,3
1,5,6,2,77,13,1,23
1,0,9,3,59,15,3,24
0,1,5,1,4,8,26,1
1,0,9,3,33,17,5,3
0,1,10,3,8,0,4,9
1,2,4,1,76,19,1,11
1,1,10,3,36,17,2,9
1,6,6,2,32,19,7,3
1,6,2,0,9,20,2,4
1,5,6,2,48,11,3,23
0,6,6,2,72,19,1,17
0,6,7,2,54,9,1,8
0,2,6,2,2,20,12,6
1,2,11,3,25,6,1,21
1,0,8,2,86,12,1,6
1,1,5,1,65,8,1,29
0,6,9,3,8,20,13,9
0,5,5,1,20,15,6,26
1,3,3,1,14,13,2,22
0,2,12,0,7,22,4,19
1,6,1,0,10,2,3,7
0,2,8,2,4,16,26,15
1,2,12,0,9,23,1,19
0,5,8,2,14,6,10,18
1,6,3,1,30,22,1,11
1,4,1,0,6,16,7,5
0,0,10,3,16,10,24,8
0,4,5,1,2,10,5,18
1,6,8,2,23,15,2,5
1,0,12,0,10,1,2,17
1,2,9,3,14,10,1,26
0,3,9,3,17,17,29,20
1,2,10,3,101,9,3,24
1,2,8,2,18,1,1,15
1,6,1,0,15,12,3,14
0,2,6,2,12,23,2,13
0,1,11,3,10,16,4,20
1,0,1,0,2,12,2,15
1,6,2,0,13,17,1,25
0,1,7,2,13,18,17,24
1,4,5,1,29,0,1,11
1,1,10,3,10,6,11,16
1,0,5,1,48,10,5,28
0,5,7,2,15,18,15,21
0,6,7,2,9,10,16,8
0,6,11,3,9,1,2,25
1,1,12,0,32,15,2,11
0,2,2,0,14,10,1,28
1,0,3,1,27,9,1,26
1,1,12,0,46,16,2,11
1,6,5,1,65,10,2,6
1,3,8,2,15,16,19,30
0,2,5,1,23,10,1,2
1,2,9,3,79,16,1,12
0,4,3,1,28,0,1,2
1,2,8,2,8,9,27,22
0,5,5,1,13,10,12,5
0,0,3,1,12,2,1,26
0,5,4,1,7,17,64,14
0,6,6,2,18,19,8,10
0,1,10,3,4,0,7,9
0,4,10,3,15,18,7,26
1,6,9,3,40,19,1,23
0,5,10,3,16,17,20,20
1,5,4,1,11,21,5,21
1,6,9,3,16,19,14,2
0,1,12,0,17,6,4,4
0,5,6,2,16,18,20,2
1,5,5,1,10,19,11,5
1,0,10,3,11,10,8,22
1,3,3,1,6,9,3,8
0,4,1,0,10,14,4,5
1,5,7,2,88,15,2,21
0,2,12,0,12,22,3,26
0,3,8,2,20,6,7,16
0,6,8,2,22,11,5,19
1,3,6,2,27,16,3,21
1,4,4,1,17,18,15,13
0,4,8,2,5,6,17,10
1,6,7,2,93,10,1,22
1,1,7,2,5,16,13,3
0,0,11,3,3,2,3,5
0,0,7,2,7,1,6,9
0,2,8,2,55,12,1,1
0,4,6,2,34,19,4,1
1,0,3,1,6,1,2,26
1,1,11,3,37,16,1,6
1,4,8,2,27,18,4,10
1,6,7,2,18,21,4,22
0,4,6,2,13,21,16,8
0,0,1,0,4,17,4,15
0,4,10,3,19,19,3,19
1,3,3,1,15,22,1,1
1,0,1,0,5,8,4,8
1,1,11,3,35,9,2,13
1,1,5,1,67,11,4,29
1,2,6,2,14,10,4,20
0,0,7,2,23,14,9,9
1,6,9,3,10,20,10,2
1,2,11,3,25,12,1,21
1,1,12,0,16,14,2,25
1,4,1,0,3,21,8,12
0,1,12,0,13,23,2,11
0,2,3,1,30,6,1,7
0,3,6,2,54,11,1,7
0,6,11,3,4,1,4,18
0,3,1,0,5,5,3,11
0,0,5,1,57,10,1,28
1,5,10,3,40,17,1,6
1,0,9,3,5,12,43,10
1,1,11,3,12,21,7,13
1,3,3,1,6,15,11,8
1,5,11,3,16,9,2,10
1,6,12,0,11,0,1,2
0,0,8,2,5,8,6,6
0,2,12,0,7,22,5,26
1,4,8,2,34,22,2,24
1,6,12,0,31,15,1,30
0,1,4,1,17,0,1,10
0,4,6,2,17,14,5,15
1,3,7,2,163,11,1,19
0,5,12,0,5,5,4,1
0,1,5,1,19,6,3,22
1,2,11,3,15,22,3,14
1,2,8,2,65,11,1,29
0,2,6,2,14,9,3,6
1,6,11,3,3,17,16,18
0,6,6,2,25,23,5,3
1,6,9,3,7,14,39,16
1,1,4,1,46,15,2,24
1,0,10,3,49,17,1,15
1,2,3,1,9,9,2,28
0,6,6,2,37,14,3,3
0,6,6,2,8,8,7,17
0,2,10,3,23,12,4,3
0,4,9,3,5,12,32,21
1,4,7,2,8,5,2,20
1,1,7,2,21,12,4,10
0,6,8,2,16,10,3,5
1,3,8,2,69,13,1,9
1,2,8,2,22,22,2,15
0,2,9,3,22,11,1,19
0,2,3,1,11,6,10,28
1,4,2,0,35,7,2,23
0,1,12,0,3,8,3,25
1,0,6,2,7,21,8,4
0,4,4,1,3,1,2,20
1,2,9,3,44,13,1,26
1,0,10,3,119,10,1,8
1,5,12,0,13,18,5,1
0,6,1,0,20,18,1,21
1,6,6,2,15,1,5,24
0,6,8,2,10,4,4,12
0,4,6,2,124,13,2,22
1,6,1,0,15,15,5,21
0,6,3,1,8,17,5,25
1,5,9,3,56,15,2,1
1,0,6,2,4,16,3,11
1,3,10,3,30,1,1,4
0,0,5,1,17,12,10,14
1,0,7,2,11,13,17,9
1,5,6,2,29,13,1,2
1,0,3,1,19,18,1,5
0,0,7,2,21,17,8,23
0,4,4,1,2,9,13,20
1,0,6,2,27,19,5,4
0,0,7,2,34,22,1,16
1,2,8,2,16,1,1,29
0,6,11,3,26,19,1,25
1,3,8,2,19,15,2,30
1,1,10,3,15,7,8,30
0,4,7,2,52,22,1,13
0,6,6,2,17,11,20,24
1,3,4,1,10,16,9,12
1,3,6,2,15,20,10,21
1,3,9,3,35,15,1,20
0,6,7,2,2,11,10,1
1,0,3,1,16,13,5,5
0,6,4,1,8,23,5,1
1,6,8,2,14,21,4,26
1,0,8,2,31,5,1,20
1,3,5,1,13,22,4,24
0,0,10,3,43,13,1,22
1,5,4,1,26,20,1,21
1,3,12,0,45,10,1,13
1,5,10,3,34,23,1,20
0,0,6,2,12,19,1,11
1,5,6,2,132,6,1,2
0,6,2,0,28,10,1,4
0,1,8,2,8,16,22,28
1,3,6,2,2,14,8,21
0,5,6,2,6,15,33,2
1,4,8,2,24,22,1,17
1,6,7,2,32,13,4,1
1,1,12,0,3,6,15,11
1,0,4,1,8,4,1,16
0,2,10,3,23,2,1,24
0,5,4,1,13,16,22,21
1,3,2,0,16,7,2,15
1,6,9,3,8,13,20,30
1,6,7,2,42,12,3,15
0,5,10,3,24,23,3,20
1,3,7,2,20,14,2,19
1,0,7,2,4,3,3,23
0,6,11,3,5,7,12,18
1,0,6,2,28,7,1,25
1,4,10,3,20,9,3,12
0,6,4,1,10,15,3,29
1,6,4,1,55,20,1,29
0,0,7,2,29,16,1,30
1,1,5,1,35,17,1,15
1,2,8,2,21,17,10,22
1,5,7,2,73,13,1,7
1,6,10,3,22,17,4,7
1,4,9,3,11,9,4,28
0,0,3,1,18,12,2,5
1,5,6,2,17,6,2,9
1,5,7,2,25,14,3,28
1,6,8,2,16,10,6,5
0,4,6,2,17,13,9,22
0,5,5,1,6,5,6,12
1,3,8,2,40,22,1,23
0,0,11,3,7,12,5,26
1,4,8,2,4,19,33,24
1,3,12,0,5,6,17,6
1,1,1,0,29,6,1,30
0,3,4,1,20,7,7,12
1,0,3,1,13,8,1,26
0,6,5,1,21,21,2,20
0,2,6,2,127,16,1,20
0,6,1,0,37,20,1,21
1,6,10,3,10,4,1,7
1,6,8,2,19,12,12,26
1,2,9,3,56,17,1,19
0,2,7,2,6,6,22,18
0,4,5,1,19,7,3,11
0,3,8,2,25,23,1,16
1,5,10,3,9,0,1,13
1,4,2,0,36,7,1,23
1,5,7,2,55,22,3,21
1,1,1,0,19,8,2,30
1,2,10,3,6,10,9,31
1,0,12,0,26,17,1,24
1,1,11,3,35,7,1,13
1,6,5,1,28,13,6,27
1,1,4,1,5,20,3,17
1,6,7,2,30,21,1,29
1,1,4,1,14,12,8,10
0,2,2,0,2,14,1,7
1,2,11,3,13,21,2,14
1,6,8,2,13,1,10,19
1,4,6,2,15,7,16,8
0,1,5,1,19,21,1,29
0,0,9,3,10,19,13,24
0,2,1,0,31,11,2,31
1,1,8,2,21,22,4,7
0,4,6,2,8,23,9,8
1,3,6,2,18,5,4,21
0,1,5,1,28,18,1,22
1,5,9,3,36,19,1,22
0,2,5,1,52,18,1,9
1,0,9,3,109,15,1,10
1,2,10,3,23,20,2,17
1,2,12,0,18,12,2,12
1,0,9,3,18,15,20,10
0,1,3,1,20,10,2,6
0,0,7,2,6,17,28,30
1,3,12,0,44,18,1,20
0,5,8,2,5,9,17,4
0,4,7,2,11,8,24,6
0,6,9,3,52,15,3,9
1,5,4,1,15,19,3,14
0,4,10,3,3,14,15,26
1,2,6,2,12,21,18,20
1,0,10,3,103,15,1,1
0,0,3,1,3,10,2,12
0,5,6,2,22,17,13,23
1,0,1,0,8,20,3,29
0,5,8,2,10,4,3,4
1,6,8,2,43,11,5,26
1,1,6,2,23,6,2,19
1,4,7,2,34,11,1,13
0,6,12,0,10,17,14,2
1,0,7,2,82,11,1,30
1,4,8,2,42,19,1,24
0,2,5,1,21,16,19,16
1,0,5,1,60,8,2,28
0,2,3,1,167,16,1,21
0,0,12,0,23,12,3,10
1,4,5,1,24,10,2,18
0,6,4,1,3,3,4,29
1,3,8,2,57,16,1,23
0,4,1,0,3,6,13,12
1,0,8,2,174,20,1,27
0,1,6,2,7,14,27,5
0,6,7,2,35,10,1,15
1,0,6,2,27,23,2,4
0,2,8,2,11,4,1,1
0,5,1,0,26,21,1,6
1,0,8,2,70,16,1,20
0,5,10,3,6,16,22,6
0,3,3,1,23,12,1,8
1,4,6,2,26,19,6,22
1,4,8,2,94,14,4,17
0,2,9,3,53,21,2,5
0,4,8,2,62,23,1,24
0,6,7,2,23,1,1,1
0,1,11,3,35,11,1,6
1,6,7,2,133,15,1,22
0,1,12,0,7,21,6,11
1,3,2,0,9,18,1,22
1,0,7,2,25,10,5,23
1,6,6,2,38,0,1,3
0,5,3,1,35,19,1,17
0,6,7,2,19,11,13,15
1,5,6,2,33,12,2,9
1,6,6,2,73,1,1,10
0,1,6,2,18,15,2,26
1,0,10,3,9,11,6,29
0,6,3,1,30,10,1,11
0,0,4,1,14,17,2,16
1,4,7,2,2,19,2,27
0,0,9,3,3,12,11,10
1,2,1,0,30,16,2,24
1,0,7,2,58,7,1,9
1,4,3,1,17,22,1,16
0,3,11,3,57,19,1,1
0,2,12,0,11,16,17,19
1,2,7,2,140,14,1,18
1,5,6,2,21,9,2,2
0,0,5,1,41,16,1,7
0,3,9,3,6,15,20,6
0,5,6,2,24,16,6,30
1,6,2,0,26,11,2,18
1,5,8,2,17,23,10,4
1,3,7,2,33,17,5,26
1,3,10,3,3,17,45,11
1,6,6,2,107,13,1,24
0,1,5,1,14,17,7,8
0,0,9,3,13,7,2,3
1,6,8,2,110,14,1,19
0,5,4,1,11,10,7,21
1,3,7,2,9,22,15,19
0,6,12,0,23,14,3,2
1,3,9,3,13,12,8,27
1,5,9,3,6,16,37,1
0,0,4,1,19,14,4,23
1,5,5,1,80,14,1,5
0,1,4,1,14,10,1,3
1,0,7,2,40,15,5,30
1,0,5,1,2,17,4,14
0,5,7,2,8,6,4,28
0,6,11,3,8,11,19,18
0,2,6,2,11,8,35,13
1,5,1,0,17,21,2,13
1,4,6,2,15,19,14,22
0,6,12,0,13,15,4,2
1,1,5,1,34,13,1,22
0,4,8,2,36,0,1,3
0,0,6,2,27,17,1,11
1,0,9,3,78,14,2,17
0,3,1,0,2,16,7,4
0,1,10,3,10,22,8,16
1,5,8,2,22,18,10,4
1,1,12,0,3,8,17,11
0,2,7,2,46,20,2,18
1,2,5,1,62,16,2,9
0,3,6,2,27,15,2,28
1,0,8,2,15,20,7,27
0,0,10,3,14,19,7,22
1,0,4,1,78,16,1,30
1,1,8,2,43,9,1,14
0,4,4,1,14,17,34,13
0,2,2,0,13,16,12,7
0,1,6,2,40,17,1,26
0,3,2,0,11,17,21,15
0,5,4,1,113,10,1,28
0,5,2,0,7,22,2,3
0,4,8,2,25,20,1,17
1,4,7,2,26,18,8,27
1,1,7,2,12,16,21,3
1,0,11,3,70,18,1,5
0,3,9,3,8,22,14,13
0,5,3,1,17,17,1,24
1,0,3,1,2,16,9,26
1,0,9,3,120,18,1,10
0,6,11,3,11,10,11,4
1,2,12,0,19,6,1,12
0,3,6,2,26,15,3,21
0,5,7,2,45,11,1,21
1,4,12,0,13,19,3,14
1,5,7,2,23,8,4,14
1,4,12,0,17,14,7,7
0,2,8,2,31,15,1,22
1,3,2,0,17,11,1,15
1,4,8,2,34,13,5,10
1,0,9,3,29,11,7,10
1,5,6,2,21,6,2,2
0,4,1,0,9,10,4,12
0,2,7,2,21,9,3,4
0,2,3,1,40,7,1,7
0,0,4,1,7,22,4,9
1,2,3,1,22,9,3,28
1,1,8,2,6,8,7,7
1,2,1,0,5,19,2,3
1,4,3,1,23,14,2,30
1,2,7,2,17,23,1,18
0,3,6,2,68,17,1,21
1,6,7,2,79,10,2,29
0,2,5,1,16,9,6,23
0,5,7,2,21,19,7,21
1,2,10,3,20,9,4,17
0,3,7,2,16,19,25,26
1,0,11,3,53,13,1,12
1,6,3,1,27,15,1,4
1,6,9,3,26,0,1,30
1,4,11,3,26,11,2,2
1,4,5,1,45,12,1,18
1,3,1,0,33,7,2,4
1,6,5,1,22,11,6,27
0,1,4,1,19,14,1,17
0,1,7,2,39,11,1,10
0,3,9,3,13,20,15,6
1,3,3,1,10,16,5,8
0,2,9,3,19,12,2,26
1,2,7,2,37,20,1,25
1,2,7,2,24,17,6,11
0,0,8,2,7,17,30,27
0,6,9,3,27,19,4,9
1,6,8,2,60,22,3,5
0,4,8,2,19,20,7,17
1,2,5,1,13,22,5,30
1,0,8,2,17,0,4,13
1,6,7,2,16,5,1,22
1,1,9,3,14,2,1,18
0,2,4,1,6,5,1,18
0,3,7,2,26,1,1,19
0,4,3,1,27,19,1,16
1,0,9,3,6,16,36,17
1,5,4,1,32,0,1,14
0,4,3,1,7,21,8,23
1,2,5,1,26,11,2,9
0,1,6,2,61,12,1,12
1,6,5,1,57,19,2,27
0,4,7,2,2,23,7,20
1,5,12,0,13,17,2,29
1,1,7,2,17,1,1,24
0,3,5,1,18,16,12,3
0,2,9,3,11,11,1,26
0,1,5,1,28,10,2,22
1,6,10,3,31,15,7,7
0,6,7,2,85,13,1,15
1,0,7,2,18,22,5,30
0,1,6,2,24,20,7,19
0,5,9,3,32,19,3,29
1,2,11,3,15,13,1,21
0,0,11,3,29,16,1,12
0,2,2,0,10,0,1,28
0,6,4,1,18,10,6,8
0,3,1,0,20,15,2,25
1,1,9,3,26,1,2,4
0,2,11,3,29,18,1,21
0,0,10,3,51,15,1,1
0,3,10,3,17,5,1,4
1,6,12,0,9,19,1,9
0,0,10,3,9,2,4,15
1,1,7,2,3,15,3,10
0,4,11,3,29,16,2,2
1,1,9,3,8,20,16,4
1,4,8,2,28,6,2,10
0,1,12,0,21,18,5,4
0,2,5,1,59,16,1,30
0,6,1,0,5,7,1,14
0,3,8,2,54,20,1,30
0,0,3,1,75,20,1,5
0,4,1,0,17,6,1,12
0,3,2,0,20,7,1,8
0,6,5,1,12,20,8,20
0,4,5,1,11,11,10,18
0,0,3,1,33,11,1,5
0,2,1,0,8,5,2,10
1,5,8,2,20,0,2,4
1,0,7,2,10,10,19,16
0,3,11,3,33,16,1,1
0,6,7,2,11,13,27,29
1,1,10,3,32,11,1,2
0,0,10,3,16,7,9,8
1,0,5,1,115,13,2,7
0,4,4,1,94,15,1,20
1,3,10,3,15,22,6,11
0,1,5,1,28,10,4,29
1,5,7,2,22,21,2,14
1,3,6,2,11,23,8,21
1,6,6,2,12,7,1,24
1,0,8,2,24,12,6,27
0,4,1,0,7,9,1,19
1,0,9,3,49,17,4,3
1,4,9,3,103,20,1,7
0,6,7,2,19,20,3,29
1,5,5,1,102,14,3,26
1,5,10,3,19,12,5,6
1,3,3,1,18,17,2,8
1,6,4,1,7,17,9,1
1,5,11,3,18,17,2,24
1,4,5,1,6,15,20,11
1,5,8,2,6,0,9,11
0,0,3,1,15,1,1,5
0,6,4,1,22,11,8,15
0,4,6,2,145,11,1,1
0,0,1,0,8,16,2,1
0,4,9,3,30,9,5,7
1,6,5,1,48,10,1,20
0,2,11,3,2,10,9,21
0,1,8,2,5,5,3,28
1,4,6,2,28,12,2,29
1,0,8,2,92,10,1,27
1,0,2,0,23,13,3,26
0,2,6,2,31,16,1,20
1,4,9,3,10,12,7,7
0,5,9,3,48,13,1,8
1,0,7,2,168,16,1,16
1,6,8,2,4,17,5,5
1,2,9,3,7,20,6,5
1,1,6,2,12,1,1,26
0,1,5,1,9,21,9,15
1,4,10,3,4,14,7,12
1,2,5,1,10,22,7,16
0,2,4,1,12,4,1,4
1,6,1,0,4,0,2,28
1,6,3,1,36,16,2,11
1,5,7,2,41,20,4,21
0,1,7,2,33,18,2,17
0,5,8,2,30,13,3,25
0,6,3,1,3,15,14,18
1,6,7,2,21,14,15,8
0,3,4,1,6,1,4,19
0,0,9,3,33,10,1,3
1,6,4,1,170,14,1,8
1,3,6,2,32,11,1,28
1,4,4,1,25,18,7,27
0,0,1,0,23,14,2,15
1,6,11,3,5,12,24,11
1,5,4,1,57,16,3,14
0,6,9,3,15,4,2,23
0,1,9,3,17,15,23,4
1,0,4,1,4,20,2,2
0,0,10,3,3,7,1,22
1,2,10,3,24,7,3,31
1,0,9,3,33,12,6,3
0,0,10,3,49,14,4,8
0,3,6,2,28,7,2,7
0,6,2,0,131,14,1,11
1,0,2,0,28,15,5,26
1,4,5,1,63,13,1,11
1,3,3,1,167,9,1,8
