rideable_type,member_casual,day_of_week,month,season,trip_duration_mins,hour,day_of_month
0,0,5,7,2,88,11,28
0,0,0,5,1,89,10,28
0,0,6,5,1,41,17,6
0,0,2,7,2,14,8,18
0,1,0,4,1,25,15,2
0,0,0,6,2,27,1,18
0,1,4,5,1,17,10,25
0,0,6,4,1,6,8,15
1,1,0,8,2,26,12,27
1,1,4,6,2,25,7,1
1,0,1,8,2,134,12,28
1,0,6,6,2,11,12,17
0,1,6,4,1,21,9,8
0,0,1,7,2,8,1,31
1,0,3,8,2,6,14,9
0,1,0,8,2,13,15,20
1,0,0,5,1,45,11,7
1,0,1,7,2,70,15,31
1,1,1,3,1,44,23,27
1,0,2,7,2,10,0,4
0,1,5,8,2,33,10,4
1,1,0,9,3,13,4,24
1,0,1,10,3,69,8,23
1,1,2,11,3,39,9,14
1,1,4,7,2,15,15,13
0,0,4,4,1,35,4,20
1,1,0,4,1,74,14,23
0,0,6,6,2,13,9,10
0,1,2,6,2,11,18,20
0,1,6,12,0,10,0,9
1,0,0,1,0,63,14,29
0,1,6,9,3,31,18,2
1,1,4,10,3,17,23,19
1,1,1,12,0,5,9,25
0,0,1,7,2,112,12,3
0,0,3,9,3,17,0,6
0,0,0,5,1,116,11,7
0,1,1,5,1,3,2,29
1,0,0,9,3,28,17,3
1,1,0,3,1,175,20,12
1,0,2,9,3,5,6,5
1,1,2,12,0,20,10,19
0,1,3,12,0,5,15,13
0,1,5,9,3,88,16,29
1,1,4,6,2,26,10,8
1,1,4,3,1,20,18,2
1,1,2,7,2,40,11,25
0,1,4,5,1,16,9,4
1,1,5,10,3,17,13,13
0,1,5,5,1,13,6,26
0,1,1,4,1,29,19,3
0,0,2,10,3,48,14,10
1,0,5,5,1,27,12,12
0,0,5,7,2,29,23,14
1,1,6,7,2,18,11,1
0,1,3,10,3,3,9,25
1,1,4,10,3,55,8,26
0,1,5,12,0,15,18,22
0,0,2,6,2,8,11,13
0,0,5,10,3,10,16,13
1,0,4,9,3,90,11,21
1,1,3,12,0,16,15,6
1,1,4,3,1,2,5,16
1,1,6,8,2,33,9,5
1,1,5,5,1,2,4,26
1,0,6,3,1,24,7,11
1,1,0,9,3,22,10,3
0,0,2,7,2,75,17,4
1,1,2,1,0,12,6,31
0,0,2,1,0,3,7,24
0,0,6,1,0,22,12,7
0,1,5,7,2,135,22,21
1,0,5,3,1,18,14,24
1,0,0,9,3,11,20,17
0,1,4,11,3,23,20,30
1,0,4,9,3,16,20,14
0,0,6,6,2,31,0,10
0,1,2,7,2,47,7,18
1,1,4,6,2,24,20,8
0,1,6,7,2,9,12,22
0,0,3,10,3,30,12,11
0,0,6,6,2,34,20,10
1,0,0,5,1,6,19,7
1,1,2,1,0,16,17,17
1,0,2,8,2,49,9,8
1,0,0,8,2,43,14,20
1,0,3,10,3,111,18,4
0,0,2,9,3,10,23,26
1,1,6,5,1,29,2,6
0,0,5,9,3,45,14,29
0,1,2,10,3,17,18,10
1,1,2,1,0,45,18,24
0,0,0,10,3,13,19,29
1,0,6,4,1,16,0,8
0,1,2,6,2,8,6,13
0,1,3,2,0,2,5,15
0,1,5,12,0,2,12,29
1,0,1,1,0,8,20,23
1,0,6,7,2,50,12,22
1,0,3,6,2,155,17,21
1,1,6,3,1,43,13,11
0,1,5,1,0,33,17,27
1,1,2,9,3,27,18,12
0,1,1,4,1,13,16,17
0,1,6,9,3,17,7,30
0,0,6,9,3,66,17,9
1,0,6,9,3,23,17,30
1,1,0,2,0,12,17,5
0,1,4,11,3,18,16,9
1,1,4,5,1,12,15,18
1,0,1,5,1,22,22,22
0,1,3,10,3,15,23,11
0,1,6,7,2,40,12,1
0,0,0,7,2,16,20,30
0,0,6,8,2,31,18,12
0,1,2,7,2,10,23,4
0,1,0,3,1,16,19,26
0,0,6,4,1,17,3,15
0,1,3,2,0,12,5,8
1,0,0,5,1,44,15,21
1,1,4,12,0,24,7,7
1,0,5,10,3,7,0,13
0,0,0,4,1,18,11,9
0,1,1,6,2,18,7,5
1,1,3,1,0,31,17,18
1,0,2,5,1,51,17,30
0,1,0,10,3,15,4,1
0,1,5,6,2,28,23,16
1,0,2,10,3,46,10,17
1,0,2,5,1,36,21,30
1,0,4,11,3,8,5,16
1,1,4,11,3,21,23,30
1,0,0,7,2,112,7,9
1,0,0,4,1,40,5,9
0,1,6,11,3,3,13,25
1,1,3,5,1,41,10,3
1,1,1,10,3,30,8,9
1,0,6,5,1,178,18,27
0,1,2,11,3,27,16,28
0,0,4,8,2,27,7,3
0,1,6,7,2,26,20,22
0,0,2,6,2,3,18,13
0,1,1,5,1,2,15,29
0,1,2,7,2,56,10,4
1,1,5,9,3,43,15,15
1,0,2,8,2,38,10,22
0,0,2,4,1,16,8,18
0,1,1,4,1,12,21,3
0,0,0,7,2,83,20,9
1,0,2,12,0,10,12,19
1,1,2,6,2,52,5,6
0,0,2,10,3,30,22,10
1,1,3,2,0,38,8,1
1,1,3,5,1,31,15,31
0,0,0,5,1,31,8,28
0,1,6,7,2,67,12,29
1,0,0,5,1,45,18,28
1,0,3,8,2,6,10,2
0,0,4,11,3,21,17,23
1,1,1,9,3,17,19,11
0,1,6,3,1,146,18,4
1,0,3,8,2,8,17,9
0,0,3,11,3,32,23,15
1,0,3,10,3,36,9,11
1,1,0,7,2,39,14,16
0,1,1,7,2,3,20,10
0,0,5,4,1,25,14,14
0,1,6,3,1,18,19,18
0,1,0,7,2,2,8,9
0,1,2,8,2,17,10,15
1,0,6,2,0,9,2,4
1,0,6,12,0,15,20,9
1,1,3,11,3,25,16,22
0,1,6,4,1,17,16,1
1,0,5,1,0,6,16,20
1,0,0,9,3,15,6,17
0,0,0,5,1,11,20,14
1,1,0,2,0,22,21,19
1,1,0,7,2,46,15,16
1,0,6,7,2,24,14,22
1,0,1,4,1,5,19,17
0,1,2,7,2,16,20,4
0,1,2,11,3,21,20,21
1,0,5,7,2,113,14,14
0,0,0,10,3,19,8,8
1,0,6,1,0,27,22,21
1,1,6,10,3,28,14,21
1,0,5,5,1,9,19,19
1,1,1,9,3,10,8,4
1,0,3,8,2,38,12,2
1,0,4,8,2,6,23,10
0,1,4,11,3,17,17,30
0,1,3,11,3,10,16,22
1,1,6,10,3,41,13,7
1,1,2,5,1,2,14,16
1,1,6,10,3,31,7,28
0,1,6,5,1,21,0,20
1,0,5,11,3,10,7,3
0,1,1,11,3,45,19,13
0,1,3,10,3,7,6,4
1,0,4,6,2,11,13,1
0,1,1,1,0,4,14,30
1,0,1,6,2,12,9,19
1,1,0,11,3,13,15,19
1,0,4,4,1,46,7,13
1,0,1,7,2,63,13,24
1,1,1,9,3,17,5,11
0,1,4,11,3,52,17,2
1,0,1,8,2,26,19,7
1,1,0,7,2,42,19,9
1,1,5,11,3,3,18,17
0,1,1,5,1,25,19,8
0,0,0,3,1,8,19,12
0,1,0,9,3,4,13,3
1,0,3,12,0,9,22,27
1,0,3,7,2,28,17,12
1,0,6,7,2,73,11,1
1,1,3,11,3,30,11,8
1,1,0,6,2,43,18,25
1,1,3,6,2,4,17,21
1,1,0,7,2,57,12,30
0,1,2,10,3,37,22,10
0,0,2,8,2,4,17,15
0,0,6,6,2,10,1,10
0,1,2,5,1,15,3,9
0,0,6,7,2,8,6,22
0,1,1,5,1,35,18,22
0,1,6,10,3,14,13,21
0,1,2,9,3,12,8,26
0,0,4,2,0,11,12,2
0,0,1,11,3,7,15,6
0,1,5,5,1,33,16,26
1,0,3,4,1,14,21,26
1,0,0,6,2,62,19,4
1,0,5,6,2,104,12,23
0,1,6,9,3,40,8,16
1,1,4,9,3,28,17,7
0,0,6,6,2,22,7,10
0,1,4,1,0,14,17,26
1,0,2,7,2,116,13,4
1,1,6,6,2,12,22,3
0,0,5,5,1,9,9,26
1,1,1,9,3,16,17,11
1,1,5,3,1,17,22,24
0,0,5,8,2,13,0,25
1,0,6,6,2,35,16,17
1,0,4,11,3,42,22,9
0,0,0,10,3,66,9,1
1,1,6,2,0,36,23,11
0,1,5,9,3,58,10,1
1,0,1,9,3,110,12,4
1,1,5,7,2,8,11,28
0,1,6,7,2,35,18,29
0,1,5,4,1,14,12,7
1,1,0,11,3,19,13,19
0,1,2,1,0,6,10,17
0,1,5,8,2,42,7,18
0,0,4,5,1,42,6,4
0,0,6,7,2,45,22,15
0,1,3,10,3,9,8,4
1,0,0,5,1,92,18,21
0,1,2,6,2,13,12,13
1,0,5,5,1,35,18,19
0,0,0,10,3,32,10,22
0,0,4,1,0,3,4,5
1,0,6,4,1,70,9,15
0,0,1,4,1,4,19,17
1,0,4,6,2,33,10,15
1,0,3,6,2,11,20,7
1,0,0,2,0,39,6,19
1,1,0,10,3,14,17,22
0,0,6,10,3,11,3,21
1,1,5,9,3,24,21,29
1,0,6,6,2,23,18,17
1,1,4,10,3,20,12,26
0,1,4,5,1,12,9,25
1,1,2,8,2,26,23,29
1,0,3,5,1,16,16,24
1,1,4,5,1,14,22,18
1,0,0,8,2,10,14,13
1,0,3,6,2,95,10,21
1,1,3,3,1,34,10,1
1,1,6,11,3,9,1,11
0,1,6,9,3,56,14,2
1,0,3,9,3,41,16,13
1,1,2,2,0,8,15,21
0,1,2,10,3,21,10,17
1,1,4,12,0,13,18,14
0,0,1,10,3,20,8,9
0,1,3,10,3,3,15,11
1,0,5,7,2,171,14,21
1,0,1,10,3,6,7,16
0,1,5,10,3,22,8,20
1,0,3,10,3,38,10,18
0,1,3,7,2,5,21,26
1,0,6,9,3,8,3,2
0,1,5,6,2,18,6,23
1,0,4,6,2,40,14,29
1,1,5,6,2,20,19,2
0,0,1,7,2,14,21,3
1,0,1,9,3,20,18,25
0,1,3,1,0,22,15,18
0,0,6,10,3,45,14,7
0,0,5,3,1,19,12,31
1,0,1,4,1,11,18,3
0,0,0,7,2,82,18,16
0,1,4,8,2,2,15,3
0,0,4,6,2,33,16,8
0,0,3,12,0,8,12,27
0,0,6,4,1,14,20,29
0,1,6,9,3,19,10,9
1,1,1,7,2,30,16,17
0,0,1,12,0,12,22,18
1,0,1,8,2,67,19,28
1,1,6,11,3,6,9,25
1,0,3,7,2,15,22,26
1,0,4,3,1,11,7,2
1,1,2,3,1,21,11,14
0,1,6,11,3,8,22,11
1,0,6,8,2,50,10,26
1,1,0,9,3,15,1,24
1,1,4,10,3,22,20,12
1,1,6,9,3,40,10,9
1,0,0,5,1,90,14,7
1,0,5,5,1,27,20,19
0,0,2,8,2,5,11,15
0,1,6,7,2,34,1,29
0,1,0,1,0,20,8,22
1,0,5,9,3,13,19,22
0,1,0,3,1,66,10,5
1,1,1,9,3,3,23,4
0,0,6,9,3,74,12,23
1,1,3,7,2,28,1,19
1,1,4,3,1,16,16,2
1,0,0,2,0,15,19,5
0,0,3,3,1,13,9,8
1,1,1,1,0,6,7,9
0,1,2,7,2,17,17,18
0,1,5,5,1,19,6,26
0,1,6,9,3,14,15,30
0,1,3,5,1,12,21,3
0,1,3,5,1,16,0,3
1,0,6,7,2,13,20,1
0,1,2,1,0,38,17,10
0,1,3,4,1,11,16,19
1,1,3,6,2,14,18,7
1,0,5,4,1,74,18,7
0,0,1,3,1,23,13,6
1,1,3,9,3,11,7,27
0,0,6,9,3,59,9,30
0,0,4,6,2,19,15,22
0,0,0,4,1,8,3,16
1,0,4,6,2,16,11,22
0,0,6,8,2,55,18,26
1,1,0,11,3,10,22,5
1,0,1,6,2,75,7,26
1,1,2,11,3,7,18,28
0,1,5,3,1,6,16,17
0,1,3,5,1,14,8,31
0,0,1,5,1,23,6,29
1,1,3,4,1,49,22,12
1,0,0,11,3,17,15,19
0,0,1,6,2,58,0,26
1,0,5,7,2,31,8,14
1,1,2,2,0,15,5,14
1,0,0,4,1,112,15,9
1,0,1,4,1,11,12,3
0,0,1,10,3,22,13,2
1,1,0,11,3,29,12,26
1,0,2,5,1,100,17,16
0,1,5,6,2,15,16,9
1,0,4,6,2,46,11,8
1,0,6,9,3,16,11,9
1,1,0,4,1,31,10,30
0,1,3,9,3,18,12,27
1,0,2,6,2,38,19,6
1,0,2,2,0,10,17,21
0,1,4,6,2,26,19,29
0,0,3,8,2,15,0,16
1,1,0,8,2,20,10,27
1,1,6,5,1,10,12,6
1,0,6,7,2,156,15,29
0,1,1,9,3,163,18,25
1,0,3,3,1,20,17,15
1,1,6,11,3,23,15,25
1,1,6,7,2,4,7,1
1,0,0,1,0,9,2,1
0,0,6,8,2,17,9,26
1,0,5,10,3,78,12,6
1,0,1,7,2,5,15,24
0,0,6,9,3,20,8,16
0,1,5,1,0,4,3,20
0,0,1,9,3,4,5,25
0,0,4,9,3,7,14,28
0,0,1,8,2,32,19,21
1,1,5,4,1,17,19,14
0,0,0,11,3,59,11,5
1,0,0,4,1,16,14,2
1,0,2,10,3,77,18,3
1,0,5,10,3,11,21,27
0,0,2,4,1,53,10,18
0,0,5,7,2,114,14,7
1,0,1,7,2,10,20,31
1,0,3,3,1,27,13,29
1,0,3,6,2,21,17,7
0,0,0,4,1,74,19,2
1,0,0,6,2,62,11,25
1,1,2,7,2,3,23,25
1,1,1,6,2,33,13,19
1,1,3,8,2,11,4,30
0,0,4,7,2,41,20,13
0,1,4,4,1,12,22,27
1,1,5,7,2,7,3,21
1,1,2,7,2,24,13,18
1,0,5,9,3,57,20,15
0,1,5,9,3,8,12,1
1,1,1,8,2,9,19,14
1,0,4,6,2,61,11,15
1,0,4,5,1,115,16,11
0,0,5,11,3,66,0,17
0,0,0,9,3,24,22,3
1,0,4,9,3,9,6,21
0,1,3,7,2,4,13,12
0,0,5,2,0,5,18,3
0,0,2,4,1,21,17,25
0,0,4,7,2,18,13,27
0,0,6,7,2,70,17,29
0,0,1,7,2,59,9,10
1,1,0,10,3,16,19,29
0,0,6,4,1,99,7,8
1,1,0,11,3,52,14,12
1,0,5,9,3,30,5,8
1,0,3,8,2,48,9,16
0,0,6,3,1,26,10,11
0,0,6,9,3,20,10,16
0,0,6,5,1,35,18,6
1,0,3,2,0,16,18,1
1,0,2,8,2,31,12,1
1,1,6,8,2,14,4,12
0,1,5,9,3,12,5,8
0,1,5,5,1,4,3,19
0,1,1,9,3,17,21,4
0,1,2,2,0,5,10,21
1,0,4,8,2,79,13,31
1,0,2,12,0,23,11,26
1,1,5,11,3,12,13,24
0,1,4,12,0,169,7,28
0,0,5,2,0,5,16,17
1,1,5,7,2,2,6,28
0,1,5,8,2,55,22,25
0,0,1,10,3,18,17,16
0,1,4,5,1,17,13,18
1,0,3,8,2,14,16,2
0,1,3,5,1,25,18,3
1,0,0,5,1,10,14,21
1,0,0,6,2,16,0,18
1,1,0,3,1,8,13,12
0,1,4,5,1,27,16,25
0,1,4,12,0,19,23,7
0,0,6,6,2,79,16,24
0,1,6,8,2,54,22,5
0,1,0,2,0,13,12,5
1,1,2,9,3,24,17,26
0,0,4,5,1,33,20,18
1,0,0,6,2,27,13,25
0,1,1,5,1,14,17,8
0,1,1,11,3,15,14,27
0,1,3,11,3,24,13,15
1,0,0,5,1,49,2,7
1,1,1,10,3,25,8,23
1,0,1,2,0,16,14,20
1,0,6,10,3,45,18,14
1,1,4,6,2,9,17,1
1,0,6,8,2,83,18,19
1,0,4,8,2,13,13,24
0,1,3,4,1,7,15,26
0,1,5,3,1,14,14,10
0,0,2,1,0,8,12,24
0,0,1,5,1,32,1,15
1,0,1,7,2,91,20,24
1,1,2,12,0,21,16,19
1,1,4,3,1,3,16,9
0,0,2,11,3,42,10,14
0,0,6,8,2,88,12,26
0,0,6,12,0,2,17,2
0,1,5,5,1,3,1,26
0,1,1,2,0,23,16,20
0,0,6,8,2,32,12,5
0,0,3,1,0,12,16,11
1,1,3,3,1,26,14,15
1,1,5,5,1,8,23,26
0,0,1,5,1,13,16,15
0,1,2,6,2,120,10,13
1,0,0,8,2,45,11,20
1,0,3,3,1,22,15,15
1,1,0,10,3,37,13,1
1,0,4,12,0,32,15,21
1,0,0,9,3,123,11,24
0,1,2,7,2,81,18,4
1,1,5,8,2,38,15,11
0,0,2,2,0,6,18,14
0,0,6,7,2,35,18,15
1,1,5,11,3,16,15,17
1,0,5,12,0,6,21,1
0,0,4,3,1,12,17,30
0,1,6,8,2,2,6,5
1,0,0,8,2,126,13,13
1,1,0,12,0,6,18,3
1,0,1,8,2,4,17,14
1,1,1,11,3,11,18,13
1,0,3,7,2,24,10,19
1,1,1,6,2,41,23,5
0,0,0,10,3,2,9,1
0,0,5,7,2,12,14,14
1,0,1,5,1,52,15,15
0,0,0,10,3,53,14,22
1,0,4,8,2,32,20,10
0,1,5,3,1,17,19,3
1,1,3,5,1,5,11,3
1,0,6,8,2,11,11,19
1,0,0,4,1,9,14,2
0,1,1,10,3,20,0,30
1,0,4,7,2,14,21,6
0,0,2,4,1,6,11,11
1,0,3,6,2,24,8,7
1,0,4,8,2,85,18,31
1,0,5,8,2,47,18,25
1,0,5,3,1,14,17,3
1,1,3,4,1,22,11,5
1,1,0,12,0,26,0,3
1,0,2,9,3,7,8,5
1,0,0,10,3,7,17,15
0,1,6,8,2,2,8,5
1,0,0,12,0,12,19,17
1,1,3,7,2,30,22,19
0,0,2,10,3,58,9,3
1,1,5,6,2,12,16,16
1,1,0,2,0,10,7,5
1,1,3,3,1,22,10,15
0,0,1,7,2,17,22,31
1,0,4,10,3,16,17,26
1,0,6,6,2,17,6,10
1,1,0,5,1,41,15,14
0,1,3,3,1,10,14,8
0,0,4,1,0,6,12,5
0,0,2,7,2,3,8,18
0,0,0,9,3,36,19,3
0,1,2,10,3,142,16,24
0,1,5,4,1,11,5,7
1,1,0,10,3,7,1,8
1,0,6,7,2,77,16,22
0,1,4,11,3,2,3,9
1,1,6,9,3,28,21,16
0,1,5,5,1,11,21,26
1,1,5,10,3,18,23,20
1,0,2,8,2,35,20,29
1,1,2,9,3,24,8,12
0,1,0,2,0,18,15,19
0,0,3,10,3,20,23,18
0,1,3,5,1,11,14,24
1,0,4,3,1,11,19,30
0,0,2,7,2,24,12,11
1,1,3,3,1,29,20,15
1,0,5,6,2,11,6,23
1,0,5,7,2,5,11,21
1,0,4,4,1,102,12,6
1,0,6,6,2,106,16,10
0,1,5,12,0,3,9,22
1,1,1,4,1,20,11,17
0,0,0,7,2,43,13,9
1,0,0,8,2,65,14,6
0,1,6,1,0,26,23,14
1,0,2,8,2,43,15,15
0,1,4,10,3,30,13,19
1,0,1,9,3,7,17,11
0,1,4,7,2,2,14,13
0,0,6,9,3,5,18,9
0,1,1,6,2,3,5,26
1,0,4,6,2,27,13,8
0,0,1,7,2,29,21,17
1,1,4,4,1,6,11,13
0,0,5,12,0,17,15,22
0,0,1,7,2,19,14,24
0,1,4,7,2,31,23,20
0,0,3,2,0,6,8,22
0,1,2,2,0,26,19,14
0,0,4,12,0,7,8,7
1,0,3,10,3,8,16,25
0,1,5,9,3,28,10,1
0,1,6,9,3,32,13,30
1,0,1,6,2,53,13,26
1,1,0,7,2,16,17,30
1,0,5,6,2,71,18,16
1,1,1,6,2,23,5,12
1,0,6,7,2,32,15,29
1,1,5,1,0,5,22,27
0,0,0,5,1,26,18,7
1,0,1,6,2,42,20,26
1,1,5,7,2,4,4,21
0,0,2,4,1,5,12,4
0,0,6,9,3,2,9,23
1,0,5,11,3,4,15,24
1,0,2,9,3,18,18,5
1,0,6,6,2,35,20,24
1,1,6,4,1,18,22,29
1,1,5,8,2,39,17,11
0,1,5,5,1,14,9,12
0,1,1,2,0,29,19,27
0,0,1,7,2,48,16,3
1,1,6,7,2,4,1,1
1,1,6,3,1,29,9,4
0,0,6,7,2,74,15,29
0,0,6,11,3,13,2,18
0,1,5,3,1,113,17,3
1,0,0,7,2,92,15,16
1,0,5,7,2,29,20,21
1,0,2,9,3,48,17,12
0,1,2,3,1,3,12,7
1,1,4,6,2,20,8,22
1,0,3,12,0,17,13,20
1,1,2,1,0,44,15,10
1,1,2,5,1,42,12,16
0,1,3,1,0,26,19,11
0,0,6,5,1,35,13,6
1,0,1,8,2,4,0,28
0,0,5,9,3,47,15,29
0,0,2,9,3,6,19,12
1,1,2,6,2,3,16,20
0,1,6,9,3,33,22,23
1,1,4,5,1,3,14,25
1,0,1,7,2,48,10,24
1,1,0,8,2,8,18,6
0,0,6,11,3,3,12,25
0,0,4,7,2,18,2,13
1,0,2,11,3,16,9,14
0,1,4,10,3,70,12,19
0,0,5,8,2,5,8,18
0,1,2,10,3,19,16,24
0,1,1,12,0,5,4,11
1,1,2,8,2,40,10,22
1,1,4,11,3,14,8,16
1,1,6,4,1,4,9,29
1,0,6,9,3,17,3,9
0,1,1,9,3,23,10,18
1,0,1,5,1,37,17,8
1,0,2,7,2,27,11,25
1,1,5,10,3,21,18,13
0,1,0,10,3,21,10,29
1,0,0,7,2,24,19,23
1,1,6,9,3,39,13,2
1,0,5,7,2,102,13,7
1,1,4,5,1,3,2,11
0,0,1,9,3,16,16,25
1,0,0,4,1,24,9,9
0,1,3,4,1,43,16,19
0,1,5,11,3,22,19,10
1,0,1,8,2,7,22,14
0,1,6,1,0,31,12,21
1,1,0,6,2,42,16,4
0,1,0,2,0,19,12,5
0,1,3,5,1,11,8,10
0,1,3,6,2,4,11,28
0,0,3,10,3,12,11,18
0,0,5,10,3,6,7,20
1,0,1,2,0,14,17,6
1,0,6,8,2,14,3,5
0,1,6,8,2,29,16,19
1,1,5,3,1,3,19,24
0,1,0,8,2,13,13,6
1,0,6,5,1,18,14,13
1,1,4,8,2,84,17,3
0,1,3,6,2,24,20,28
1,0,2,12,0,15,16,5
0,0,6,4,1,44,13,29
0,0,2,3,1,7,23,7
0,0,5,8,2,4,20,11
0,1,0,9,3,10,1,3
1,1,5,10,3,18,19,20
0,0,3,12,0,21,17,20
1,0,1,7,2,80,14,24
1,0,5,5,1,7,13,5
1,0,5,9,3,24,19,15
0,1,4,3,1,24,18,23
1,1,1,5,1,7,18,15
1,0,2,8,2,15,12,8
1,1,3,5,1,39,19,10
1,1,1,3,1,13,5,6
1,1,4,4,1,21,11,6
0,0,6,12,0,3,1,30
0,1,1,6,2,74,16,19
1,0,2,5,1,2,0,30
0,1,6,7,2,35,14,15
1,0,2,9,3,27,15,5
1,0,6,7,2,50,14,1
0,1,0,6,2,2,21,25
0,1,0,10,3,10,7,29
0,1,6,4,1,11,22,22
1,0,6,9,3,121,13,30
1,1,6,10,3,54,7,21
1,0,6,12,0,39,13,9
1,0,1,11,3,20,11,27
1,1,4,6,2,24,23,22
0,0,6,7,2,12,23,1
0,0,6,4,1,22,12,22
1,1,2,10,3,27,15,17
1,0,6,2,0,67,14,11
1,0,6,6,2,44,19,3
1,0,5,7,2,48,19,28
1,0,1,7,2,15,10,3
1,1,5,7,2,41,13,7
1,0,6,10,3,6,11,21
0,0,5,11,3,2,12,10
1,1,4,8,2,32,13,10
0,1,5,8,2,29,0,4
0,0,4,9,3,12,18,14
0,0,0,5,1,3,21,28
1,0,3,7,2,10,12,12
1,1,3,4,1,20,13,26
1,0,1,7,2,32,5,10
0,1,0,2,0,36,15,12
1,1,3,5,1,13,6,17
1,1,2,5,1,22,19,23
1,1,6,8,2,73,12,12
1,1,1,2,0,13,13,27
0,1,1,3,1,41,20,27
0,0,2,11,3,24,16,21
1,1,6,1,0,25,1,7
1,1,1,4,1,26,10,24
1,0,3,2,0,13,9,1
0,0,4,10,3,28,8,12
0,1,4,6,2,26,16,29
0,0,0,5,1,14,8,28
1,0,0,10,3,53,12,1
1,0,2,12,0,24,10,26
0,0,1,1,0,6,21,2
1,1,3,8,2,12,17,16
1,0,3,6,2,11,6,21
1,0,0,6,2,45,17,18
1,1,4,2,0,5,10,16
0,1,0,1,0,9,10,15
1,1,6,10,3,26,18,7
0,0,3,10,3,30,11,4
1,0,4,12,0,20,18,14
0,0,3,8,2,24,20,23
0,0,4,5,1,10,20,4
0,1,0,7,2,36,0,23
0,1,6,7,2,21,9,8
1,1,3,9,3,13,21,27
0,1,5,4,1,17,17,21
0,1,0,7,2,30,18,30
0,0,6,9,3,128,16,30
1,0,0,11,3,15,9,5
1,0,6,9,3,17,7,30
0,0,1,6,2,59,6,19
1,1,3,5,1,42,20,31
1,1,2,8,2,4,12,8
1,0,2,7,2,26,8,18
1,0,0,9,3,3,18,3
0,1,0,6,2,39,10,18
1,0,3,7,2,5,19,19
0,0,0,9,3,4,15,3
1,0,2,5,1,10,9,16
0,1,4,8,2,29,21,24
0,0,4,8,2,10,10,31
0,0,2,7,2,19,21,25
0,1,3,6,2,28,17,14
1,0,4,6,2,46,20,15
1,0,4,5,1,36,17,25
0,0,0,6,2,31,13,18
0,0,4,4,1,66,17,27
1,0,4,4,1,10,15,27
1,0,3,7,2,17,17,12
0,1,2,5,1,9,2,2
1,1,4,3,1,22,16,9
0,1,6,4,1,6,4,8
0,1,6,7,2,26,19,15
1,1,3,2,0,43,18,15
0,1,6,1,0,17,21,7
1,1,4,4,1,12,23,20
0,1,6,6,2,10,2,3
1,1,0,7,2,3,22,16
1,1,3,2,0,22,6,1
1,0,6,7,2,26,10,29
0,0,0,1,0,31,13,8
0,1,1,6,2,20,9,26
0,0,6,5,1,25,14,27
1,0,4,8,2,4,23,3
1,0,2,10,3,28,13,10
1,1,0,7,2,16,17,9
0,1,0,8,2,14,9,13
0,0,4,9,3,14,22,14
1,0,6,6,2,8,18,3
0,1,3,10,3,35,16,18
0,1,0,11,3,19,7,5
1,1,6,12,0,5,9,2
0,0,6,6,2,6,11,3
1,0,3,3,1,7,18,15
0,1,1,5,1,14,16,22
1,0,1,9,3,74,10,4
0,1,4,5,1,12,6,4
1,1,2,9,3,29,16,5
1,0,0,8,2,137,9,20
1,0,5,1,0,16,14,20
0,1,5,7,2,6,17,14
1,1,3,6,2,42,8,21
0,0,4,3,1,13,2,23
1,0,5,4,1,44,14,21
0,0,2,10,3,9,17,3
0,0,0,1,0,5,15,22
1,0,3,10,3,131,12,11
1,0,0,10,3,21,11,8
0,1,0,9,3,18,7,3
1,0,2,8,2,52,21,1
1,0,1,7,2,34,9,17
1,1,3,11,3,9,23,22
1,0,5,9,3,56,14,15
1,1,3,1,0,10,15,25
1,1,1,9,3,13,16,4
1,1,3,10,3,10,5,18
1,0,6,7,2,54,0,22
1,0,4,12,0,23,14,21
0,1,4,9,3,19,0,14
0,0,4,11,3,29,11,16
1,0,5,6,2,22,18,9
0,1,0,10,3,18,8,1
0,1,6,9,3,46,12,9
1,1,6,12,0,2,16,2
0,0,4,11,3,2,8,2
1,1,1,11,3,8,9,6
0,1,2,10,3,20,1,3
1,0,5,4,1,37,17,21
1,0,1,6,2,26,11,5
1,1,0,7,2,24,17,30
1,0,0,7,2,63,14,9
0,1,1,11,3,2,10,13
0,0,3,1,0,5,19,11
0,1,4,12,0,21,9,14
1,1,4,9,3,16,15,14
1,1,3,2,0,3,7,8
0,0,4,6,2,3,10,8
0,0,2,12,0,4,7,12
0,1,2,5,1,19,17,16
1,1,4,6,2,38,13,15
1,1,5,7,2,37,18,14
0,0,1,6,2,19,23,19
1,0,1,11,3,15,9,6
1,1,4,8,2,20,10,10
0,0,6,3,1,6,10,25
0,1,0,6,2,15,23,18
0,0,3,12,0,26,16,20
1,1,2,7,2,75,8,25
1,0,2,7,2,26,12,4
0,1,3,2,0,17,15,1
0,1,3,5,1,23,13,17
0,0,3,6,2,40,16,28
1,0,2,11,3,38,22,14
1,0,0,7,2,32,3,16
1,0,5,9,3,21,3,22
0,1,2,12,0,16,11,26
1,1,1,4,1,7,15,10
1,1,0,12,0,44,10,10
1,1,2,8,2,11,10,29
1,1,1,5,1,35,8,8
1,1,1,9,3,37,19,4
1,1,5,12,0,34,13,22
1,1,4,2,0,18,21,9
0,1,0,7,2,42,16,30
0,1,5,1,0,20,21,20
1,0,3,6,2,93,10,7
1,0,3,8,2,72,10,9
1,0,3,9,3,42,16,13
0,1,0,12,0,7,4,3
