rideable_type,member_casual,day_of_week,month,season,trip_duration_mins,hour,day_of_month
0,1,2,11,3,25,17,21
1,0,0,9,3,135,9,3
1,0,4,7,2,13,9,20
1,0,2,7,2,6,11,11
0,0,0,9,3,55,10,3
1,0,3,10,3,33,12,11
1,1,5,6,2,32,5,9
0,0,2,7,2,4,17,25
0,1,0,12,0,12,13,24
1,0,5,9,3,38,15,8
0,0,2,4,1,11,20,25
0,0,1,5,1,112,12,22
0,1,3,5,1,23,0,24
1,1,5,11,3,35,16,17
1,1,1,7,2,13,1,24
0,0,1,5,1,38,16,15
1,0,3,8,2,32,16,30
0,1,3,7,2,22,5,26
0,0,4,8,2,5,4,17
1,1,0,1,0,16,19,22
0,1,6,10,3,3,20,14
0,0,0,6,2,36,18,18
1,1,0,7,2,36,9,23
0,0,1,4,1,14,7,3
1,1,5,9,3,3,5,15
0,0,1,12,0,15,7,25
1,1,6,7,2,24,21,22
0,0,3,8,2,14,4,16
1,1,6,6,2,3,7,24
1,0,6,6,2,25,19,10
1,1,4,1,0,21,7,5
0,0,5,11,3,87,22,24
0,1,1,5,1,5,10,1
1,0,6,5,1,28,20,6
0,0,6,9,3,54,12,2
1,1,3,6,2,27,14,14
0,1,4,9,3,12,20,7
0,1,2,9,3,16,16,26
0,1,4,1,0,27,18,19
0,1,4,8,2,140,11,10
0,0,0,10,3,11,3,1
1,1,2,5,1,17,11,30
1,1,0,9,3,28,18,17
1,1,5,6,2,25,22,16
1,0,4,4,1,8,21,20
1,0,0,9,3,2,21,24
1,1,4,1,0,15,7,5
0,1,1,10,3,26,14,23
0,0,2,3,1,8,16,14
1,1,0,7,2,47,20,9
0,0,6,4,1,55,15,15
1,0,2,7,2,23,11,25
0,1,1,3,1,29,15,6
0,0,3,2,0,10,23,8
0,1,0,9,3,16,19,3
1,0,2,8,2,36,10,8
0,1,1,4,1,27,15,17
1,1,6,7,2,41,19,29
1,1,0,9,3,50,6,24
0,0,1,5,1,61,10,29
1,1,2,3,1,26,18,21
1,1,4,12,0,18,17,21
0,0,5,7,2,21,16,14
0,0,6,7,2,30,22,8
1,0,3,7,2,16,8,5
1,1,2,5,1,34,17,30
0,0,2,12,0,5,20,19
0,1,0,7,2,37,23,2
0,1,4,7,2,28,8,6
1,1,0,4,1,6,6,30
1,1,0,12,0,32,14,3
1,0,0,8,2,15,13,13
0,1,4,9,3,49,4,28
1,0,4,3,1,18,23,23
0,0,4,8,2,6,13,17
0,1,6,4,1,30,15,8
1,1,2,8,2,24,16,8
1,1,4,5,1,40,7,25
0,1,3,10,3,31,17,25
1,1,6,7,2,49,13,29
0,0,6,6,2,42,9,10
1,1,3,5,1,4,16,10
1,1,2,12,0,14,10,5
1,1,0,3,1,16,12,12
0,0,6,9,3,43,13,9
0,1,0,1,0,19,16,15
0,0,6,12,0,13,13,2
1,0,1,7,2,90,15,31
1,1,4,8,2,45,17,17
0,0,6,7,2,121,12,1
1,1,1,9,3,19,5,18
1,0,0,8,2,15,22,20
1,0,5,10,3,4,1,13
1,1,3,8,2,32,20,30
1,0,4,4,1,20,20,13
0,1,0,9,3,119,19,3
1,0,3,10,3,9,7,18
1,1,5,5,1,4,1,19
1,1,2,10,3,33,7,17
0,1,0,5,1,30,11,21
1,0,0,11,3,24,15,5
1,1,0,5,1,22,15,28
0,0,3,7,2,26,0,26
1,0,2,12,0,4,13,12
0,0,1,4,1,16,13,24
1,1,1,10,3,16,22,30
1,1,0,3,1,19,13,5
1,0,4,7,2,8,6,13
0,1,5,4,1,72,17,28
1,1,5,4,1,15,0,28
1,1,1,10,3,24,19,30
1,0,4,11,3,5,12,16
0,1,6,5,1,33,9,20
1,1,2,3,1,20,7,14
1,1,1,9,3,15,21,4
1,0,4,5,1,10,12,18
1,1,0,12,0,5,19,3
0,0,4,2,0,9,7,23
1,0,0,6,2,2,8,4
1,1,6,4,1,36,16,1
1,1,6,8,2,6,22,12
0,0,0,7,2,7,13,23
0,1,0,2,0,26,17,26
1,1,5,12,0,19,13,29
1,1,5,6,2,85,11,9
0,0,6,6,2,25,9,17
1,0,6,4,1,35,20,8
0,1,2,3,1,17,21,14
1,0,3,7,2,30,16,26
1,1,1,3,1,7,22,27
0,1,3,5,1,8,14,3
0,0,2,9,3,30,12,19
1,0,4,9,3,7,0,21
1,1,0,7,2,6,14,30
1,1,5,8,2,25,21,11
0,1,0,5,1,15,19,21
0,0,6,1,0,6,5,28
0,0,6,5,1,34,5,13
1,1,1,9,3,20,5,11
0,1,0,6,2,37,10,25
0,0,0,10,3,72,17,1
0,0,3,5,1,5,18,24
1,0,5,4,1,24,13,28
1,0,4,4,1,15,13,6
0,0,3,5,1,2,8,24
1,1,6,2,0,25,14,25
0,0,6,12,0,7,23,30
0,0,6,5,1,50,22,27
1,0,4,11,3,3,9,16
1,0,5,6,2,54,12,2
0,1,5,12,0,6,0,1
1,0,0,3,1,23,15,5
1,1,4,3,1,10,8,23
1,0,4,9,3,3,21,14
0,0,5,1,0,16,7,13
1,0,6,5,1,49,10,13
1,0,6,9,3,73,13,30
1,0,0,5,1,39,8,7
1,1,6,2,0,27,15,25
1,1,3,11,3,31,6,22
0,0,0,5,1,61,18,21
0,1,2,3,1,20,9,28
0,0,4,6,2,3,20,8
1,1,4,5,1,19,8,25
0,1,1,4,1,34,14,24
1,1,3,4,1,11,10,19
0,0,5,11,3,6,6,10
1,1,5,4,1,3,18,21
1,1,4,2,0,5,22,16
1,1,3,9,3,11,10,13
1,0,2,5,1,150,18,30
1,0,2,3,1,20,20,7
1,0,3,7,2,7,16,5
1,0,0,5,1,11,1,21
1,1,2,11,3,36,16,7
0,1,6,10,3,4,17,7
1,0,5,6,2,33,10,16
1,1,2,4,1,46,7,18
0,0,3,11,3,13,18,15
0,1,4,6,2,20,22,15
0,1,1,5,1,3,14,29
0,0,0,7,2,18,23,16
1,1,5,7,2,2,8,7
1,0,0,10,3,14,9,1
0,0,0,10,3,4,2,1
0,1,1,4,1,32,8,10
1,0,0,7,2,4,0,23
0,1,2,9,3,12,12,19
1,0,5,8,2,21,15,18
0,1,1,5,1,9,7,1
0,1,6,6,2,13,19,24
0,1,5,8,2,69,17,11
1,0,6,11,3,70,22,18
1,1,6,6,2,71,8,3
0,0,1,11,3,9,22,13
0,0,1,12,0,3,0,4
0,1,5,3,1,5,20,17
1,1,2,8,2,25,18,29
1,1,6,2,0,30,19,4
1,0,6,4,1,141,2,15
0,0,5,12,0,9,5,15
1,1,1,4,1,2,12,10
0,1,6,10,3,30,20,28
0,1,3,9,3,70,17,6
0,1,0,8,2,13,16,6
1,0,0,6,2,14,7,18
1,1,0,5,1,66,19,7
1,0,5,8,2,56,23,18
1,0,1,5,1,43,11,29
1,0,3,4,1,14,10,26
0,0,5,6,2,47,14,2
0,0,0,7,2,22,19,9
0,0,6,6,2,34,15,17
1,0,5,9,3,41,19,15
1,0,3,11,3,27,12,29
1,0,5,11,3,16,13,10
0,0,6,2,0,81,17,4
1,1,5,11,3,25,18,3
0,0,6,6,2,55,10,3
0,1,6,9,3,47,3,30
1,1,3,11,3,9,19,29
0,0,3,7,2,10,19,19
0,0,2,10,3,42,14,3
0,1,5,2,0,7,7,10
1,0,4,8,2,123,10,10
0,1,1,3,1,23,18,13
0,1,0,8,2,31,0,13
1,1,3,6,2,35,16,28
0,0,1,7,2,12,19,10
1,1,0,1,0,10,12,8
1,0,4,6,2,9,9,29
1,0,6,1,0,33,2,14
1,1,4,3,1,2,10,23
1,0,1,7,2,4,9,17
0,0,4,10,3,28,10,26
1,0,2,8,2,113,15,29
1,1,4,5,1,7,4,25
0,1,6,12,0,10,17,30
0,1,5,9,3,110,8,22
0,0,4,9,3,21,10,7
0,1,6,7,2,31,22,15
1,1,1,10,3,28,18,2
1,0,6,9,3,23,22,23
0,1,0,2,0,3,6,12
0,0,3,7,2,26,21,19
1,1,5,10,3,20,17,27
1,1,0,7,2,16,22,16
1,0,6,4,1,7,2,22
0,0,4,8,2,4,13,3
1,1,4,2,0,4,1,2
0,1,2,1,0,9,17,31
1,0,5,7,2,19,19,7
0,1,6,5,1,13,18,27
1,1,5,6,2,8,17,30
0,0,0,6,2,7,6,11
0,0,1,8,2,25,17,7
1,1,4,5,1,7,5,18
0,1,3,3,1,28,15,8
0,0,5,10,3,31,10,6
0,1,2,7,2,21,8,4
1,0,3,11,3,9,13,29
0,1,1,1,0,8,23,16
0,1,0,7,2,31,16,30
1,1,1,4,1,6,9,24
1,1,3,9,3,38,12,20
1,1,5,11,3,10,17,24
0,0,1,7,2,4,15,24
1,1,4,7,2,17,13,6
1,0,1,10,3,11,13,9
0,0,4,4,1,17,17,27
0,1,5,9,3,52,19,8
1,1,6,6,2,22,20,3
1,0,6,5,1,30,21,6
1,1,3,8,2,24,11,9
0,0,3,11,3,26,17,8
1,1,6,3,1,28,8,18
1,1,6,6,2,19,13,10
0,1,2,9,3,32,14,12
1,0,0,7,2,100,13,23
0,1,1,12,0,5,22,4
1,1,1,2,0,26,16,6
1,0,3,9,3,79,17,13
0,1,2,1,0,5,19,31
0,0,1,10,3,5,1,2
1,0,5,9,3,21,14,1
0,1,0,4,1,8,20,23
1,1,4,7,2,35,17,20
1,0,1,7,2,4,16,17
0,1,0,8,2,10,16,20
1,0,6,11,3,8,21,11
0,1,3,6,2,13,4,21
1,1,1,7,2,18,10,3
1,0,6,6,2,34,17,10
1,1,5,10,3,19,17,27
1,1,6,4,1,50,18,8
1,1,5,8,2,38,7,4
1,1,4,9,3,2,17,14
0,0,2,9,3,9,0,26
1,1,6,1,0,2,17,21
1,1,3,9,3,19,21,6
1,1,3,11,3,38,6,1
1,1,2,6,2,21,14,27
0,1,3,10,3,2,22,11
1,0,6,7,2,21,12,22
0,1,5,11,3,26,13,3
1,0,6,5,1,78,0,13
0,0,3,9,3,4,20,13
1,0,3,11,3,29,12,22
0,1,4,6,2,12,13,22
0,1,6,10,3,29,16,7
1,1,0,9,3,34,12,10
0,0,3,7,2,13,23,12
0,0,0,8,2,15,14,6
1,1,2,7,2,3,14,25
1,1,2,5,1,9,6,9
1,0,3,10,3,53,13,18
1,1,4,8,2,13,20,3
1,0,5,6,2,77,13,23
1,0,0,9,3,59,15,24
0,1,1,5,1,4,8,1
1,1,0,9,3,33,17,3
0,0,1,10,3,8,0,9
1,0,2,4,1,76,19,11
1,1,1,10,3,36,17,9
1,0,6,6,2,32,19,3
1,0,6,2,0,9,20,4
1,0,5,6,2,48,11,23
0,0,6,6,2,72,19,17
0,1,6,7,2,54,9,8
0,1,2,6,2,2,20,6
1,1,2,11,3,25,6,21
1,0,0,8,2,86,12,6
1,1,1,5,1,65,8,29
0,0,6,9,3,8,20,9
0,1,5,5,1,20,15,26
1,0,3,3,1,14,13,22
0,1,2,12,0,7,22,19
1,1,6,1,0,10,2,7
0,1,2,8,2,4,16,15
1,1,2,12,0,9,23,19
0,1,5,8,2,14,6,18
1,1,6,3,1,30,22,11
1,0,4,1,0,6,16,5
0,0,0,10,3,16,10,8
0,0,4,5,1,2,10,18
1,1,6,8,2,23,15,5
1,0,0,12,0,10,1,17
1,1,2,9,3,14,10,26
0,1,3,9,3,17,17,20
1,0,2,10,3,101,9,24
1,0,2,8,2,18,1,15
1,0,6,1,0,15,12,14
0,1,2,6,2,12,23,13
0,0,1,11,3,10,16,20
1,0,0,1,0,2,12,15
1,1,6,2,0,13,17,25
0,0,1,7,2,13,18,24
1,1,4,5,1,29,0,11
1,1,1,10,3,10,6,16
1,0,0,5,1,48,10,28
0,1,5,7,2,15,18,21
0,0,6,7,2,9,10,8
0,1,6,11,3,9,1,25
1,1,1,12,0,32,15,11
0,0,2,2,0,14,10,28
1,0,0,3,1,27,9,26
1,1,1,12,0,46,16,11
1,0,6,5,1,65,10,6
1,1,3,8,2,15,16,30
0,1,2,5,1,23,10,2
1,0,2,9,3,79,16,12
0,1,4,3,1,28,0,2
1,1,2,8,2,8,9,22
0,1,5,5,1,13,10,5
0,0,0,3,1,12,2,26
0,1,5,4,1,7,17,14
0,0,6,6,2,18,19,10
0,1,1,10,3,4,0,9
0,0,4,10,3,15,18,26
1,1,6,9,3,40,19,23
0,1,5,10,3,16,17,20
1,0,5,4,1,11,21,21
1,1,6,9,3,16,19,2
0,1,1,12,0,17,6,4
0,0,5,6,2,16,18,2
1,1,5,5,1,10,19,5
1,0,0,10,3,11,10,22
1,0,3,3,1,6,9,8
0,0,4,1,0,10,14,5
1,0,5,7,2,88,15,21
0,1,2,12,0,12,22,26
0,1,3,8,2,20,6,16
0,1,6,8,2,22,11,19
1,1,3,6,2,27,16,21
1,0,4,4,1,17,18,13
0,1,4,8,2,5,6,10
1,0,6,7,2,93,10,22
1,0,1,7,2,5,16,3
0,0,0,11,3,3,2,5
0,1,0,7,2,7,1,9
0,0,2,8,2,55,12,1
0,0,4,6,2,34,19,1
1,1,0,3,1,6,1,26
1,0,1,11,3,37,16,6
1,0,4,8,2,27,18,10
1,1,6,7,2,18,21,22
0,1,4,6,2,13,21,8
0,0,0,1,0,4,17,15
0,1,4,10,3,19,19,19
1,0,3,3,1,15,22,1
1,1,0,1,0,5,8,8
1,1,1,11,3,35,9,13
1,0,1,5,1,67,11,29
1,0,2,6,2,14,10,20
0,0,0,7,2,23,14,9
1,1,6,9,3,10,20,2
1,1,2,11,3,25,12,21
1,1,1,12,0,16,14,25
1,1,4,1,0,3,21,12
0,1,1,12,0,13,23,11
0,0,2,3,1,30,6,7
0,0,3,6,2,54,11,7
0,1,6,11,3,4,1,18
0,1,3,1,0,5,5,11
0,1,0,5,1,57,10,28
1,0,5,10,3,40,17,6
1,1,0,9,3,5,12,10
1,1,1,11,3,12,21,13
1,1,3,3,1,6,15,8
1,1,5,11,3,16,9,10
1,0,6,12,0,11,0,2
0,0,0,8,2,5,8,6
0,1,2,12,0,7,22,26
1,1,4,8,2,34,22,24
1,1,6,12,0,31,15,30
0,0,1,4,1,17,0,10
0,0,4,6,2,17,14,15
1,0,3,7,2,163,11,19
0,1,5,12,0,5,5,1
0,1,1,5,1,19,6,22
1,1,2,11,3,15,22,14
1,0,2,8,2,65,11,29
0,0,2,6,2,14,9,6
1,1,6,11,3,3,17,18
0,0,6,6,2,25,23,3
1,1,6,9,3,7,14,16
1,1,1,4,1,46,15,24
1,0,0,10,3,49,17,15
1,0,2,3,1,9,9,28
0,0,6,6,2,37,14,3
0,0,6,6,2,8,8,17
0,1,2,10,3,23,12,3
0,1,4,9,3,5,12,21
1,0,4,7,2,8,5,20
1,1,1,7,2,21,12,10
0,0,6,8,2,16,10,5
1,0,3,8,2,69,13,9
1,1,2,8,2,22,22,15
0,1,2,9,3,22,11,19
0,1,2,3,1,11,6,28
1,1,4,2,0,35,7,23
0,1,1,12,0,3,8,25
1,0,0,6,2,7,21,4
0,0,4,4,1,3,1,20
1,1,2,9,3,44,13,26
1,0,0,10,3,119,10,8
1,1,5,12,0,13,18,1
0,1,6,1,0,20,18,21
1,1,6,6,2,15,1,24
0,0,6,8,2,10,4,12
0,0,4,6,2,124,13,22
1,1,6,1,0,15,15,21
0,0,6,3,1,8,17,25
1,0,5,9,3,56,15,1
1,0,0,6,2,4,16,11
1,1,3,10,3,30,1,4
0,1,0,5,1,17,12,14
1,0,0,7,2,11,13,9
1,1,5,6,2,29,13,2
1,0,0,3,1,19,18,5
0,1,0,7,2,21,17,23
0,1,4,4,1,2,9,20
1,1,0,6,2,27,19,4
0,0,0,7,2,34,22,16
1,1,2,8,2,16,1,29
0,0,6,11,3,26,19,25
1,0,3,8,2,19,15,30
1,1,1,10,3,15,7,30
0,1,4,7,2,52,22,13
0,0,6,6,2,17,11,24
1,0,3,4,1,10,16,12
1,0,3,6,2,15,20,21
1,0,3,9,3,35,15,20
0,0,6,7,2,2,11,1
1,1,0,3,1,16,13,5
0,0,6,4,1,8,23,1
1,0,6,8,2,14,21,26
1,1,0,8,2,31,5,20
1,0,3,5,1,13,22,24
0,0,0,10,3,43,13,22
1,1,5,4,1,26,20,21
1,1,3,12,0,45,10,13
1,0,5,10,3,34,23,20
0,0,0,6,2,12,19,11
1,0,5,6,2,132,6,2
0,1,6,2,0,28,10,4
0,0,1,8,2,8,16,28
1,1,3,6,2,2,14,21
0,0,5,6,2,6,15,2
1,0,4,8,2,24,22,17
1,1,6,7,2,32,13,1
1,1,1,12,0,3,6,11
1,0,0,4,1,8,4,16
0,0,2,10,3,23,2,24
0,1,5,4,1,13,16,21
1,1,3,2,0,16,7,15
1,0,6,9,3,8,13,30
1,1,6,7,2,42,12,15
0,1,5,10,3,24,23,20
1,1,3,7,2,20,14,19
1,1,0,7,2,4,3,23
0,1,6,11,3,5,7,18
1,0,0,6,2,28,7,25
1,1,4,10,3,20,9,12
0,0,6,4,1,10,15,29
1,0,6,4,1,55,20,29
0,1,0,7,2,29,16,30
1,0,1,5,1,35,17,15
1,0,2,8,2,21,17,22
1,0,5,7,2,73,13,7
1,0,6,10,3,22,17,7
1,0,4,9,3,11,9,28
0,1,0,3,1,18,12,5
1,1,5,6,2,17,6,9
1,0,5,7,2,25,14,28
1,1,6,8,2,16,10,5
0,1,4,6,2,17,13,22
0,1,5,5,1,6,5,12
1,1,3,8,2,40,22,23
0,1,0,11,3,7,12,26
1,1,4,8,2,4,19,24
1,1,3,12,0,5,6,6
1,1,1,1,0,29,6,30
0,1,3,4,1,20,7,12
1,0,0,3,1,13,8,26
0,0,6,5,1,21,21,20
0,0,2,6,2,127,16,20
0,1,6,1,0,37,20,21
1,1,6,10,3,10,4,7
1,1,6,8,2,19,12,26
1,1,2,9,3,56,17,19
0,1,2,7,2,6,6,18
0,0,4,5,1,19,7,11
0,0,3,8,2,25,23,16
1,1,5,10,3,9,0,13
1,0,4,2,0,36,7,23
1,0,5,7,2,55,22,21
1,1,1,1,0,19,8,30
1,1,2,10,3,6,10,31
1,1,0,12,0,26,17,24
1,1,1,11,3,35,7,13
1,1,6,5,1,28,13,27
1,0,1,4,1,5,20,17
1,0,6,7,2,30,21,29
1,1,1,4,1,14,12,10
0,0,2,2,0,2,14,7
1,0,2,11,3,13,21,14
1,0,6,8,2,13,1,19
1,1,4,6,2,15,7,8
0,1,1,5,1,19,21,29
0,1,0,9,3,10,19,24
0,0,2,1,0,31,11,31
1,0,1,8,2,21,22,7
0,1,4,6,2,8,23,8
1,1,3,6,2,18,5,21
0,0,1,5,1,28,18,22
1,0,5,9,3,36,19,22
0,1,2,5,1,52,18,9
1,0,0,9,3,109,15,10
1,0,2,10,3,23,20,17
1,1,2,12,0,18,12,12
1,1,0,9,3,18,15,10
0,1,1,3,1,20,10,6
0,1,0,7,2,6,17,30
1,1,3,12,0,44,18,20
0,0,5,8,2,5,9,4
0,1,4,7,2,11,8,6
0,0,6,9,3,52,15,9
1,0,5,4,1,15,19,14
0,0,4,10,3,3,14,26
1,1,2,6,2,12,21,20
1,0,0,10,3,103,15,1
0,0,0,3,1,3,10,12
0,0,5,6,2,22,17,23
1,1,0,1,0,8,20,29
0,0,5,8,2,10,4,4
1,0,6,8,2,43,11,26
1,0,1,6,2,23,6,19
1,1,4,7,2,34,11,13
0,1,6,12,0,10,17,2
1,0,0,7,2,82,11,30
1,1,4,8,2,42,19,24
0,1,2,5,1,21,16,16
1,0,0,5,1,60,8,28
0,1,2,3,1,167,16,21
0,1,0,12,0,23,12,10
1,0,4,5,1,24,10,18
0,0,6,4,1,3,3,29
1,1,3,8,2,57,16,23
0,1,4,1,0,3,6,12
1,1,0,8,2,174,20,27
0,1,1,6,2,7,14,5
0,0,6,7,2,35,10,15
1,0,0,6,2,27,23,4
0,1,2,8,2,11,4,1
0,1,5,1,0,26,21,6
1,1,0,8,2,70,16,20
0,0,5,10,3,6,16,6
0,0,3,3,1,23,12,8
1,1,4,6,2,26,19,22
1,0,4,8,2,94,14,17
0,0,2,9,3,53,21,5
0,1,4,8,2,62,23,24
0,0,6,7,2,23,1,1
0,0,1,11,3,35,11,6
1,0,6,7,2,133,15,22
0,0,1,12,0,7,21,11
1,0,3,2,0,9,18,22
1,0,0,7,2,25,10,23
1,0,6,6,2,38,0,3
0,1,5,3,1,35,19,17
0,1,6,7,2,19,11,15
1,0,5,6,2,33,12,9
1,0,6,6,2,73,1,10
0,0,1,6,2,18,15,26
1,0,0,10,3,9,11,29
0,0,6,3,1,30,10,11
0,0,0,4,1,14,17,16
1,0,4,7,2,2,19,27
0,0,0,9,3,3,12,10
1,1,2,1,0,30,16,24
1,1,0,7,2,58,7,9
1,1,4,3,1,17,22,16
0,1,3,11,3,57,19,1
0,1,2,12,0,11,16,19
1,0,2,7,2,140,14,18
1,1,5,6,2,21,9,2
0,0,0,5,1,41,16,7
0,0,3,9,3,6,15,6
0,1,5,6,2,24,16,30
1,1,6,2,0,26,11,18
1,1,5,8,2,17,23,4
1,1,3,7,2,33,17,26
1,1,3,10,3,3,17,11
1,0,6,6,2,107,13,24
0,0,1,5,1,14,17,8
0,1,0,9,3,13,7,3
1,0,6,8,2,110,14,19
0,1,5,4,1,11,10,21
1,1,3,7,2,9,22,19
0,1,6,12,0,23,14,2
1,0,3,9,3,13,12,27
1,1,5,9,3,6,16,1
0,1,0,4,1,19,14,23
1,0,5,5,1,80,14,5
0,0,1,4,1,14,10,3
1,0,0,7,2,40,15,30
1,1,0,5,1,2,17,14
0,1,5,7,2,8,6,28
0,1,6,11,3,8,11,18
0,1,2,6,2,11,8,13
1,1,5,1,0,17,21,13
1,1,4,6,2,15,19,22
0,0,6,12,0,13,15,2
1,1,1,5,1,34,13,22
0,1,4,8,2,36,0,3
0,1,0,6,2,27,17,11
1,0,0,9,3,78,14,17
0,0,3,1,0,2,16,4
0,1,1,10,3,10,22,16
1,1,5,8,2,22,18,4
1,1,1,12,0,3,8,11
0,1,2,7,2,46,20,18
1,0,2,5,1,62,16,9
0,0,3,6,2,27,15,28
1,1,0,8,2,15,20,27
0,1,0,10,3,14,19,22
1,0,0,4,1,78,16,30
1,1,1,8,2,43,9,14
0,1,4,4,1,14,17,13
0,1,2,2,0,13,16,7
0,1,1,6,2,40,17,26
0,1,3,2,0,11,17,15
0,0,5,4,1,113,10,28
0,0,5,2,0,7,22,3
0,1,4,8,2,25,20,17
1,1,4,7,2,26,18,27
1,1,1,7,2,12,16,3
1,1,0,11,3,70,18,5
0,1,3,9,3,8,22,13
0,0,5,3,1,17,17,24
1,1,0,3,1,2,16,26
1,0,0,9,3,120,18,10
0,0,6,11,3,11,10,4
1,1,2,12,0,19,6,12
0,1,3,6,2,26,15,21
0,1,5,7,2,45,11,21
1,1,4,12,0,13,19,14
1,1,5,7,2,23,8,14
1,1,4,12,0,17,14,7
0,1,2,8,2,31,15,22
1,0,3,2,0,17,11,15
1,0,4,8,2,34,13,10
1,0,0,9,3,29,11,10
1,0,5,6,2,21,6,2
0,1,4,1,0,9,10,12
0,0,2,7,2,21,9,4
0,1,2,3,1,40,7,7
0,1,0,4,1,7,22,9
1,0,2,3,1,22,9,28
1,0,1,8,2,6,8,7
1,0,2,1,0,5,19,3
1,0,4,3,1,23,14,30
1,0,2,7,2,17,23,18
0,0,3,6,2,68,17,21
1,0,6,7,2,79,10,29
0,1,2,5,1,16,9,23
0,1,5,7,2,21,19,21
1,1,2,10,3,20,9,17
0,1,3,7,2,16,19,26
1,0,0,11,3,53,13,12
1,1,6,3,1,27,15,4
1,0,6,9,3,26,0,30
1,1,4,11,3,26,11,2
1,0,4,5,1,45,12,18
1,1,3,1,0,33,7,4
1,1,6,5,1,22,11,27
0,1,1,4,1,19,14,17
0,1,1,7,2,39,11,10
0,1,3,9,3,13,20,6
1,0,3,3,1,10,16,8
0,1,2,9,3,19,12,26
1,1,2,7,2,37,20,25
1,0,2,7,2,24,17,11
0,1,0,8,2,7,17,27
0,1,6,9,3,27,19,9
1,0,6,8,2,60,22,5
0,1,4,8,2,19,20,17
1,1,2,5,1,13,22,30
1,0,0,8,2,17,0,13
1,0,6,7,2,16,5,22
1,0,1,9,3,14,2,18
0,0,2,4,1,6,5,18
0,1,3,7,2,26,1,19
0,0,4,3,1,27,19,16
1,1,0,9,3,6,16,17
1,0,5,4,1,32,0,14
0,1,4,3,1,7,21,23
1,1,2,5,1,26,11,9
0,0,1,6,2,61,12,12
1,0,6,5,1,57,19,27
0,0,4,7,2,2,23,20
1,0,5,12,0,13,17,29
1,0,1,7,2,17,1,24
0,1,3,5,1,18,16,3
0,0,2,9,3,11,11,26
0,0,1,5,1,28,10,22
1,0,6,10,3,31,15,7
0,1,6,7,2,85,13,15
1,1,0,7,2,18,22,30
0,1,1,6,2,24,20,19
0,0,5,9,3,32,19,29
1,0,2,11,3,15,13,21
0,0,0,11,3,29,16,12
0,1,2,2,0,10,0,28
0,0,6,4,1,18,10,8
0,1,3,1,0,20,15,25
1,0,1,9,3,26,1,4
0,0,2,11,3,29,18,21
0,0,0,10,3,51,15,1
0,0,3,10,3,17,5,4
1,0,6,12,0,9,19,9
0,0,0,10,3,9,2,15
1,0,1,7,2,3,15,10
0,0,4,11,3,29,16,2
1,1,1,9,3,8,20,4
1,1,4,8,2,28,6,10
0,1,1,12,0,21,18,4
0,1,2,5,1,59,16,30
0,0,6,1,0,5,7,14
0,0,3,8,2,54,20,30
0,0,0,3,1,75,20,5
0,1,4,1,0,17,6,12
0,1,3,2,0,20,7,8
0,1,6,5,1,12,20,20
0,1,4,5,1,11,11,18
0,0,0,3,1,33,11,5
0,1,2,1,0,8,5,10
1,0,5,8,2,20,0,4
1,1,0,7,2,10,10,16
0,1,3,11,3,33,16,1
0,0,6,7,2,11,13,29
1,1,1,10,3,32,11,2
0,0,0,10,3,16,7,8
1,0,0,5,1,115,13,7
0,0,4,4,1,94,15,20
1,1,3,10,3,15,22,11
0,0,1,5,1,28,10,29
1,0,5,7,2,22,21,14
1,1,3,6,2,11,23,21
1,0,6,6,2,12,7,24
1,1,0,8,2,24,12,27
0,0,4,1,0,7,9,19
1,0,0,9,3,49,17,3
1,0,4,9,3,103,20,7
0,1,6,7,2,19,20,29
1,0,5,5,1,102,14,26
1,0,5,10,3,19,12,6
1,0,3,3,1,18,17,8
1,1,6,4,1,7,17,1
1,1,5,11,3,18,17,24
1,1,4,5,1,6,15,11
1,0,5,8,2,6,0,11
0,1,0,3,1,15,1,5
0,0,6,4,1,22,11,15
0,1,4,6,2,145,11,1
0,0,0,1,0,8,16,1
0,1,4,9,3,30,9,7
1,0,6,5,1,48,10,20
0,1,2,11,3,2,10,21
0,0,1,8,2,5,5,28
1,1,4,6,2,28,12,29
1,1,0,8,2,92,10,27
1,1,0,2,0,23,13,26
0,0,2,6,2,31,16,20
1,0,4,9,3,10,12,7
0,1,5,9,3,48,13,8
1,0,0,7,2,168,16,16
1,0,6,8,2,4,17,5
1,0,2,9,3,7,20,5
1,0,1,6,2,12,1,26
0,1,1,5,1,9,21,15
1,0,4,10,3,4,14,12
1,1,2,5,1,10,22,16
0,0,2,4,1,12,4,4
1,1,6,1,0,4,0,28
1,1,6,3,1,36,16,11
1,0,5,7,2,41,20,21
0,1,1,7,2,33,18,17
0,1,5,8,2,30,13,25
0,1,6,3,1,3,15,18
1,0,6,7,2,21,14,8
0,1,3,4,1,6,1,19
0,1,0,9,3,33,10,3
1,0,6,4,1,170,14,8
1,0,3,6,2,32,11,28
1,1,4,4,1,25,18,27
0,1,0,1,0,23,14,15
1,1,6,11,3,5,12,11
1,0,5,4,1,57,16,14
0,0,6,9,3,15,4,23
0,0,1,9,3,17,15,4
1,0,0,4,1,4,20,2
0,0,0,10,3,3,7,22
1,1,2,10,3,24,7,31
1,0,0,9,3,33,12,3
0,0,0,10,3,49,14,8
0,1,3,6,2,28,7,7
0,1,6,2,0,131,14,11
1,1,0,2,0,28,15,26
1,1,4,5,1,63,13,11
1,0,3,3,1,167,9,8
